@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
LVorOther,None,Clear,PC,None,SVR,SIG,VeryMoist,CloseToDryAd,Other,StrongPos,Steep,OtherRapid,Other,SWQuad,LessThanAve,Decreasing,SigNegative,Neutral,Dry,Neutral,None,Unfavorable,May15_Jun14,SEQuad,Other,DenvCyclone,Increasing,Weak,Strong,StrongWest,SVR,Wet,Clear,AB,N5GtLIGt_8,Neutral,MoreUnstable,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Clear,Strong,None,Weak,ACEFK,ABI,DecCapIncIns,Slight,A,LessThanAve,MoreUnstable,A,SVR
Westerly,PartInhibit,Clear,Cloudy,Strong,SVR,SIG,Dry,ModerateOrLe,MoistMDryL,WeakPos,CloseToDryAd,NoMajor,None,SWQuad,Average,Increasing,LittleChange,Neutral,Dry,Dry,None,Moderate,Aug20_Sep15,LongAnticyc,LowEvrywhere,DenvCyclone,LittleChange,None,Strong,StrongWest,SVR,Dry,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,Neutral,StronUp,Neutral,WeakUp,WeakUp,Clear,Weak,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Strong,E,Average,Average,E,SVR
LVorOther,None,Clear,Clear,Weak,SIG,SIG,Average,Steep,MoistMDryL,WeakPos,ModerateOrLe,NoMajor,None,LV,LessThanAve,LittleChange,SigPositive,Neutral,Dry,Dry,Stifling,Moderate,Aug11_Aug20,LV,LowMtsHighPl,DryLine,Increasing,Strong,Strong,Westerly,SIG,Dry,Clear,CThruK,LILt_8,Instability,MoreUnstable,Down,Neutral,WeakUp,Down,Down,Clear,Strong,Marked,Strong,GJ,CDEJ,LittleChange,Slight,J,LessThanAve,MoreUnstable,J,SIG
LVorOther,Stifling,Clear,Clear,Weak,SVR,SVR,VeryMoist,CloseToDryAd,DryMMoistL,Neutral,Steep,NoMajor,Other,LV,LessThanAve,Decreasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Weak,May15_Jun14,DenvCyclone,LowMtsHighPl,DenvCyclone,Decreasing,None,None,Other,NIL,Neutral,Clear,AB,N1GtLIGt_4,Instability,MoreUnstable,Neutral,WeakUp,Neutral,Neutral,Neutral,Clear,Weak,None,Strong,B,ABI,DecCapIncIns,None,B,LessThanAve,Average,B,NIL
LVorOther,PartInhibit,Clear,PC,Weak,SVR,SVR,Dry,ModerateOrLe,MoistMDryL,WeakPos,CloseToDryAd,NoMajor,None,SWQuad,LessThanAve,Increasing,LittleChange,Neutral,Dry,Neutral,None,Moderate,May15_Jun14,LV,LowAtStation,None,Increasing,None,Strong,DCVZFavor,SVR,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,WeakUp,Down,Down,Down,Clear,Weak,Some,Strong,ACEFK,CDEJ,IncCapDecIns,Moderate,E,MoreThanAve,MoreUnstable,E,SVR
Westerly,None,Clear,PC,Weak,NIL,NIL,Dry,CloseToDryAd,MoistMDryL,WeakPos,CloseToDryAd,StrongFront,Other,SWQuad,LessThanAve,Decreasing,NegToPos,Neutral,Dry,Dry,PartInhibit,Moderate,Jun15_Jul1,DenvCyclone,LowNHighS,E_W_N,LittleChange,Weak,Strong,StrongWest,NIL,Dry,Clear,CThruK,N1GtLIGt_4,Instability,Average,Neutral,Down,Down,Neutral,Neutral,Clear,Weak,Some,Weak,D,CDEJ,DecCapIncIns,Slight,D,LessThanAve,Average,D,NIL
LVorOther,PartInhibit,PC,Clear,None,NIL,NIL,Dry,Steep,MoistMDryL,WeakPos,Steep,NoMajor,QStationary,LV,MoreThanAve,LittleChange,LittleChange,VeryWet,Dry,Wet,Stifling,Moderate,Aug20_Sep15,LV,LowNHighS,DryLine,LittleChange,Weak,None,Westerly,NIL,VeryWet,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,None,None,None,GJ,CDEJ,LittleChange,None,J,MoreThanAve,LessUnstable,J,NIL
LVorOther,PartInhibit,Clear,Clear,Weak,SVR,SVR,Average,Steep,DryMMoistL,Neutral,Steep,OtherRapid,Moving,LV,Average,Increasing,LittleChange,Dry,Dry,VeryWet,PartInhibit,Moderate,May15_Jun14,DenvCyclone,HighEvrywher,DryLine,LittleChange,Weak,Strong,StrongWest,SVR,Wet,Clear,AB,N5GtLIGt_8,Stability,LessUnstable,Down,WeakUp,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,B,ABI,IncCapDecIns,Moderate,B,MoreThanAve,Average,B,SVR
Westerly,PartInhibit,PC,Clear,Strong,SIG,SIG,Dry,ModerateOrLe,MoistMDryL,Neutral,Steep,NoMajor,QStationary,SWQuad,MoreThanAve,Decreasing,LittleChange,Neutral,Neutral,Neutral,PartInhibit,Moderate,Aug20_Sep15,LongAnticyc,HighEvrywher,E_W_N,LittleChange,None,Strong,StrongWest,NIL,Wet,PC,CThruK,LIGt0,Instability,Average,StrongUp,Down,StrongUp,WeakUp,WeakUp,PC,Strong,Marked,Strong,ACEFK,CDEJ,DecCapIncIns,None,E,MoreThanAve,LessUnstable,E,NIL
Westerly,PartInhibit,Clear,PC,None,NIL,NIL,Average,Steep,Other,Negative,Stable,OtherRapid,Moving,SWQuad,LessThanAve,Increasing,SigNegative,Wet,VeryWet,VeryWet,None,Unfavorable,May15_Jun14,DenvCyclone,LowAtStation,MovingFtorOt,LittleChange,Strong,None,Westerly,NIL,VeryWet,Clear,AB,N5GtLIGt_8,Instability,MoreUnstable,Neutral,Neutral,WeakUp,Neutral,Neutral,Cloudy,Weak,None,None,ACEFK,ABI,IncCapDecIns,None,A,LessThanAve,MoreUnstable,A,NIL
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SIG,Average,ModerateOrLe,Other,Neutral,Steep,NoMajor,Other,LV,Average,LittleChange,LittleChange,Wet,Dry,VeryWet,PartInhibit,Moderate,May15_Jun14,LV,LowMtsHighPl,DryLine,Increasing,None,Weak,Other,SVR,VeryWet,PC,CThruK,LIGt0,Instability,MoreUnstable,StrongUp,Neutral,Neutral,WeakUp,WeakUp,PC,Weak,Some,Strong,GJ,CDEJ,LittleChange,Moderate,J,Average,MoreUnstable,J,SVR
Westerly,PartInhibit,PC,PC,Weak,SIG,SIG,Dry,CloseToDryAd,Other,Negative,CloseToDryAd,MarkedUpper,None,AllElse,Average,LittleChange,PosToNeg,Neutral,Neutral,Wet,PartInhibit,Moderate,Aug20_Sep15,WidespdDnsl,LowEvrywhere,None,Decreasing,None,Weak,Westerly,NIL,Neutral,PC,CThruK,LIGt0,Stability,Average,Neutral,WeakUp,Neutral,Neutral,Neutral,PC,None,Some,Strong,GJ,G,LittleChange,None,G,Average,LessUnstable,G,NIL
LVorOther,PartInhibit,Clear,PC,Strong,NIL,NIL,Dry,CloseToDryAd,Other,Negative,ModerateOrLe,NoMajor,QStationary,AllElse,Average,Increasing,SigNegative,Neutral,Neutral,Neutral,PartInhibit,Moderate,May15_Jun14,LongAnticyc,LowNHighS,E_W_N,Decreasing,None,Strong,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,Average,Neutral,Down,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Slight,C,MoreThanAve,LessUnstable,C,NIL
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SVR,VeryMoist,Steep,Other,Neutral,Stable,MarkedUpper,Other,SWQuad,LessThanAve,LittleChange,PosToNeg,Neutral,Wet,Neutral,None,Weak,May15_Jun14,DenvCyclone,LowNHighS,DenvCyclone,Decreasing,None,Strong,Westerly,NIL,Neutral,Clear,AB,N1GtLIGt_4,Instability,Average,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,B,ABI,LittleChange,Slight,B,LessThanAve,Average,B,NIL
Westerly,PartInhibit,Clear,Clear,Weak,SVR,SVR,Average,Steep,Other,StrongPos,CloseToDryAd,OtherRapid,Moving,SWQuad,Average,Increasing,LittleChange,Neutral,Dry,Neutral,None,Moderate,Aug11_Aug20,E_NE,LowEvrywhere,None,Increasing,Weak,Strong,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,D,CDEJ,IncCapDecIns,Strong,D,MoreThanAve,LessUnstable,D,NIL
LVorOther,None,PC,Cloudy,None,SIG,NIL,Dry,Steep,DryMMoistL,Neutral,ModerateOrLe,MarkedUpper,QStationary,NWQuad,LessThanAve,Increasing,SigPositive,VeryWet,Wet,Wet,None,Weak,Aug11_Aug20,LongAnticyc,LowEvrywhere,MovingFtorOt,Increasing,None,None,DCVZFavor,SIG,Wet,Cloudy,CThruK,N5GtLIGt_8,Stability,MoreUnstable,Down,Neutral,Down,Down,Down,PC,None,None,None,ACEFK,K,IncCapDecIns,Moderate,K,MoreThanAve,MoreUnstable,K,SIG
LVorOther,PartInhibit,PC,Cloudy,Weak,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Neutral,Stable,MarkedUpper,Moving,SWQuad,Average,LittleChange,SigNegative,Dry,Wet,Neutral,None,Moderate,Jun15_Jul1,E_NE,Other,Other,LittleChange,None,None,Westerly,NIL,Neutral,Cloudy,CThruK,N1GtLIGt_4,Neutral,Average,Neutral,Neutral,Down,Down,Down,PC,None,Marked,Strong,HI,H,LittleChange,Strong,H,Average,Average,H,NIL
LVorOther,None,PC,PC,Weak,SIG,NIL,Average,CloseToDryAd,MoistMDryL,Negative,ModerateOrLe,NoMajor,Moving,LV,LessThanAve,LittleChange,LittleChange,Dry,VeryWet,Wet,Stifling,Moderate,Jul16_Aug10,LV,HighEvrywher,DryLine,LittleChange,Weak,None,Westerly,SIG,Wet,PC,CThruK,N1GtLIGt_4,Stability,MoreUnstable,StrongUp,Neutral,StrongUp,Neutral,Neutral,PC,None,Some,Weak,GJ,CDEJ,LittleChange,None,J,LessThanAve,MoreUnstable,J,SIG
Westerly,Stifling,Clear,PC,Weak,SVR,SVR,VeryMoist,Steep,Other,Negative,Steep,NoMajor,Other,AllElse,Average,Increasing,LittleChange,Neutral,VeryWet,Neutral,None,Weak,Aug20_Sep15,DenvCyclone,LowMtsHighPl,E_W_S,Decreasing,Weak,Strong,StrongWest,NIL,Neutral,Clear,AB,LILt_8,Instability,MoreUnstable,Down,Down,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,B,ABI,IncCapDecIns,Slight,B,MoreThanAve,Average,B,NIL
Westerly,None,PC,Clear,Weak,SIG,SIG,VeryMoist,Steep,DryMMoistL,WeakPos,CloseToDryAd,StrongFront,Moving,NWQuad,LessThanAve,LittleChange,NegToPos,VeryWet,Neutral,Wet,PartInhibit,Strong,Jul2_Jul15,LongAnticyc,LowSHighN,DryLine,Increasing,None,Strong,Westerly,SIG,Wet,Clear,CThruK,N1GtLIGt_4,Neutral,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,D,CDEJ,LittleChange,Strong,D,LessThanAve,MoreUnstable,D,SIG
LVorOther,Stifling,PC,Clear,None,NIL,NIL,Average,ModerateOrLe,Other,Negative,Steep,NoMajor,Moving,AllElse,MoreThanAve,LittleChange,SigPositive,Dry,Neutral,Neutral,None,Moderate,May15_Jun14,SEQuad,LowAtStation,MovingFtorOt,Decreasing,Weak,None,Westerly,NIL,Neutral,Clear,CThruK,N5GtLIGt_8,Stability,MoreUnstable,StrongUp,Down,Down,Down,Down,Clear,Weak,None,None,ACEFK,K,LittleChange,Strong,K,MoreThanAve,MoreUnstable,K,NIL
Westerly,PartInhibit,Cloudy,PC,Weak,SIG,SIG,Average,ModerateOrLe,Other,WeakPos,Stable,MarkedUpper,None,SWQuad,LessThanAve,LittleChange,PosToNeg,Dry,VeryWet,VeryWet,None,Moderate,Aug20_Sep15,SEQuad,HighEvrywher,DenvCyclone,LittleChange,Weak,Weak,DCVZFavor,SIG,Wet,Cloudy,AB,N5GtLIGt_8,Neutral,LessUnstable,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Cloudy,Strong,Marked,Strong,ACEFK,ABI,LittleChange,Strong,A,LessThanAve,LessUnstable,A,SIG
LVorOther,PartInhibit,Cloudy,PC,Strong,SVR,SVR,Average,ModerateOrLe,DryMMoistL,StrongPos,Steep,StrongFront,Moving,AllElse,Average,LittleChange,SigPositive,Dry,Dry,Dry,PartInhibit,Weak,Jul2_Jul15,SEQuad,Other,E_W_N,Increasing,None,Strong,StrongWest,NIL,Dry,Cloudy,CThruK,N1GtLIGt_4,Stability,Average,StrongUp,Neutral,Neutral,WeakUp,WeakUp,PC,Weak,Marked,Strong,ACEFK,K,LittleChange,Slight,K,Average,Average,K,NIL
Westerly,Stifling,PC,PC,None,NIL,NIL,Average,ModerateOrLe,MoistMDryL,Neutral,Steep,NoMajor,None,SWQuad,Average,Increasing,PosToNeg,Neutral,Wet,VeryWet,PartInhibit,Strong,Jun15_Jul1,DenvCyclone,LowAtStation,MovingFtorOt,LittleChange,Weak,None,StrongWest,NIL,VeryWet,PC,CThruK,LIGt0,Instability,LessUnstable,Neutral,StronUp,Neutral,StrongUp,StrongUp,Cloudy,Weak,None,None,ACEFK,CDEJ,IncCapDecIns,Moderate,E,MoreThanAve,LessUnstable,E,NIL
Westerly,PartInhibit,Cloudy,Clear,None,NIL,NIL,Average,Steep,DryMMoistL,Neutral,CloseToDryAd,StrongFront,QStationary,NWQuad,Average,Increasing,NegToPos,VeryWet,Neutral,Neutral,PartInhibit,Moderate,Jun15_Jul1,WidespdDnsl,LowNHighS,MovingFtorOt,LittleChange,Weak,None,StrongWest,NIL,Dry,Cloudy,CThruK,N1GtLIGt_4,Stability,Average,StrongUp,Neutral,Down,Neutral,Neutral,Cloudy,Weak,None,None,ACEFK,K,IncCapDecIns,None,K,MoreThanAve,Average,K,NIL
LVorOther,PartInhibit,Cloudy,PC,None,NIL,NIL,Average,Steep,MoistMDryL,Neutral,Steep,NoMajor,Moving,LV,Average,Increasing,LittleChange,Dry,Neutral,Neutral,PartInhibit,Moderate,Aug11_Aug20,SEQuad,LowAtStation,Other,LittleChange,None,None,StrongWest,NIL,Dry,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,Neutral,Neutral,Neutral,Neutral,PC,Weak,None,None,GJ,CDEJ,IncCapDecIns,None,J,MoreThanAve,LessUnstable,J,NIL
Westerly,PartInhibit,PC,Clear,Weak,SIG,SIG,Average,Steep,DryMMoistL,Neutral,Stable,OtherRapid,Other,LV,Average,Decreasing,LittleChange,Neutral,Dry,Neutral,PartInhibit,Unfavorable,May15_Jun14,LV,HighEvrywher,E_W_S,LittleChange,None,Strong,DCVZFavor,NIL,Wet,Clear,AB,N5GtLIGt_8,Stability,LessUnstable,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Clear,Strong,Marked,Strong,B,ABI,DecCapIncIns,None,B,LessThanAve,LessUnstable,B,NIL
Westerly,PartInhibit,Cloudy,Clear,None,SVR,NIL,Dry,Steep,Other,Negative,ModerateOrLe,OtherRapid,None,AllElse,LessThanAve,Increasing,PosToNeg,Neutral,Dry,Dry,None,Weak,Jul2_Jul15,LongAnticyc,LowAtStation,DenvCyclone,LittleChange,None,None,DCVZFavor,SVR,Dry,Cloudy,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,StronUp,Down,Neutral,Neutral,Cloudy,Weak,None,None,ACEFK,K,IncCapDecIns,Slight,K,LessThanAve,MoreUnstable,K,SVR
Westerly,PartInhibit,Clear,Clear,None,NIL,NIL,Dry,CloseToDryAd,Other,WeakPos,CloseToDryAd,MarkedUpper,None,LV,Average,Decreasing,PosToNeg,Dry,Neutral,Wet,None,Unfavorable,May15_Jun14,WidespdDnsl,LowEvrywhere,DryLine,Increasing,None,None,StrongWest,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,Down,Neutral,StrongUp,WeakUp,WeakUp,Clear,None,None,None,GJ,G,DecCapIncIns,None,G,LessThanAve,MoreUnstable,G,NIL
Westerly,None,Clear,Cloudy,None,NIL,NIL,Dry,CloseToDryAd,MoistMDryL,Negative,Steep,NoMajor,None,LV,LessThanAve,Decreasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Moderate,May15_Jun14,LongAnticyc,LowEvrywhere,None,Decreasing,Weak,None,DCVZFavor,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Neutral,Average,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,PC,Strong,None,None,GJ,G,DecCapIncIns,Slight,G,LessThanAve,LessUnstable,G,NIL
LVorOther,TotalInhibit,PC,PC,Strong,SVR,SVR,Average,ModerateOrLe,Other,Neutral,Stable,MarkedUpper,Moving,AllElse,MoreThanAve,Increasing,NegToPos,Wet,Dry,Dry,None,Strong,May15_Jun14,LV,LowNHighS,E_W_S,LittleChange,Weak,Strong,StrongWest,NIL,Dry,PC,CThruK,N5GtLIGt_8,Instability,Average,Neutral,WeakUp,Neutral,WeakUp,WeakUp,PC,Strong,Marked,Strong,ACEFK,K,IncCapDecIns,Moderate,K,MoreThanAve,LessUnstable,K,NIL
Westerly,PartInhibit,Cloudy,Clear,Strong,SVR,SVR,VeryMoist,ModerateOrLe,DryMMoistL,Neutral,ModerateOrLe,NoMajor,Other,LV,LessThanAve,LittleChange,LittleChange,Wet,VeryWet,VeryWet,PartInhibit,Unfavorable,May15_Jun14,DenvCyclone,HighEvrywher,E_W_N,Increasing,None,Weak,DCVZFavor,SIG,VeryWet,Clear,AB,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,Down,Neutral,Neutral,Neutral,Clear,Weak,Marked,Strong,B,ABI,LittleChange,None,B,LessThanAve,MoreUnstable,B,SIG
LVorOther,PartInhibit,PC,PC,Strong,SIG,SIG,Average,Steep,Other,WeakPos,Steep,MarkedUpper,None,AllElse,Average,Increasing,PosToNeg,Dry,Neutral,Dry,PartInhibit,Weak,Jun15_Jul1,WidespdDnsl,LowAtStation,None,Increasing,None,Weak,DCVZFavor,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Clear,None,Marked,Strong,D,CDEJ,IncCapDecIns,None,D,MoreThanAve,Average,D,NIL
Westerly,None,Clear,PC,Weak,SIG,SIG,Average,ModerateOrLe,MoistMDryL,WeakPos,Steep,NoMajor,None,SWQuad,LessThanAve,Increasing,NegToPos,VeryWet,VeryWet,VeryWet,PartInhibit,Weak,Aug20_Sep15,LV,HighEvrywher,E_W_N,Increasing,None,Strong,StrongWest,NIL,VeryWet,Clear,CThruK,LIGt0,Instability,LessUnstable,WeakUp,WeakUp,Down,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,None,E,MoreThanAve,LessUnstable,E,NIL
LVorOther,None,PC,Clear,None,NIL,NIL,VeryMoist,ModerateOrLe,Other,StrongPos,CloseToDryAd,NoMajor,None,AllElse,LessThanAve,Decreasing,LittleChange,VeryWet,Neutral,Wet,Stifling,Moderate,Aug20_Sep15,SEQuad,HighEvrywher,None,LittleChange,Weak,Weak,StrongWest,NIL,Wet,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Down,StronUp,Neutral,Neutral,Neutral,Clear,Strong,Some,Weak,ACEFK,F,DecCapIncIns,Slight,F,LessThanAve,LessUnstable,F,NIL
Westerly,TotalInhibit,PC,Cloudy,Weak,SVR,NIL,VeryMoist,ModerateOrLe,MoistMDryL,Negative,Stable,NoMajor,None,LV,MoreThanAve,Increasing,LittleChange,Dry,Neutral,Neutral,TotalInhibit,Weak,Jun15_Jul1,DenvCyclone,LowMtsHighPl,DenvCyclone,Decreasing,None,Strong,DCVZFavor,SVR,Neutral,Cloudy,AB,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Cloudy,Weak,Some,Strong,B,ABI,IncCapDecIns,None,B,MoreThanAve,LessUnstable,B,SVR
LVorOther,PartInhibit,Clear,PC,Weak,SVR,SVR,Average,ModerateOrLe,DryMMoistL,Neutral,Stable,NoMajor,Moving,LV,MoreThanAve,Increasing,PosToNeg,Neutral,Wet,Wet,PartInhibit,Strong,Aug20_Sep15,SEQuad,LowMtsHighPl,MovingFtorOt,Increasing,Weak,Strong,StrongWest,SVR,Neutral,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Weak,Marked,Strong,HI,H,IncCapDecIns,Strong,H,MoreThanAve,MoreUnstable,H,SVR
Westerly,Stifling,PC,Cloudy,Weak,SIG,SIG,Dry,CloseToDryAd,Other,WeakPos,CloseToDryAd,NoMajor,None,NWQuad,Average,LittleChange,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Moderate,Aug20_Sep15,LongAnticyc,LowEvrywhere,DryLine,Increasing,Strong,Weak,DCVZFavor,NIL,Wet,Cloudy,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Cloudy,Strong,Some,Strong,GJ,G,LittleChange,Slight,G,Average,MoreUnstable,G,NIL
LVorOther,None,Clear,Clear,Weak,NIL,NIL,Average,Steep,MoistMDryL,Negative,ModerateOrLe,NoMajor,Moving,SWQuad,LessThanAve,LittleChange,LittleChange,VeryWet,Wet,Wet,Stifling,Moderate,Jul16_Aug10,DenvCyclone,LowSHighN,E_W_S,Decreasing,None,Weak,Other,NIL,Wet,Clear,AB,N5GtLIGt_8,Stability,LessUnstable,Neutral,StronUp,Neutral,WeakUp,WeakUp,Clear,None,Some,Strong,B,ABI,LittleChange,Slight,B,LessThanAve,LessUnstable,B,NIL
Westerly,PartInhibit,PC,Clear,None,NIL,NIL,Average,ModerateOrLe,Other,Negative,Stable,NoMajor,None,NWQuad,Average,Decreasing,SigPositive,Wet,Neutral,Dry,PartInhibit,Moderate,Jul16_Aug10,SEQuad,Other,DryLine,Decreasing,None,Weak,Westerly,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Instability,MoreUnstable,Neutral,StronUp,Neutral,WeakUp,WeakUp,Clear,Weak,Some,Strong,ACEFK,K,DecCapIncIns,None,K,LessThanAve,MoreUnstable,K,NIL
Westerly,PartInhibit,Clear,PC,Weak,SIG,SIG,Average,ModerateOrLe,Other,Neutral,ModerateOrLe,MarkedUpper,Other,NWQuad,LessThanAve,Increasing,PosToNeg,Neutral,Wet,Neutral,None,Moderate,Aug20_Sep15,LongAnticyc,Other,MovingFtorOt,LittleChange,None,Weak,Westerly,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,Down,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Some,Strong,ACEFK,K,IncCapDecIns,Strong,K,MoreThanAve,MoreUnstable,K,NIL
LVorOther,TotalInhibit,PC,PC,Strong,SVR,SVR,Dry,ModerateOrLe,Other,Neutral,Steep,MarkedUpper,QStationary,NWQuad,MoreThanAve,Increasing,SigPositive,Neutral,Neutral,Wet,None,Moderate,Aug20_Sep15,LongAnticyc,LowEvrywhere,E_W_N,LittleChange,Strong,Weak,Other,NIL,Wet,PC,CThruK,N1GtLIGt_4,Neutral,Average,Neutral,StronUp,Down,Neutral,Neutral,Clear,Weak,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Strong,C,MoreThanAve,Average,C,NIL
Westerly,Stifling,Clear,PC,Strong,SIG,SIG,Average,CloseToDryAd,DryMMoistL,Neutral,Steep,OtherRapid,QStationary,NWQuad,Average,Increasing,NegToPos,Wet,Wet,Dry,Stifling,Moderate,Jul16_Aug10,SEQuad,LowNHighS,DryLine,Decreasing,Strong,Weak,DCVZFavor,NIL,Neutral,PC,CThruK,LILt_8,Stability,LessUnstable,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,PC,Weak,Some,Strong,D,CDEJ,IncCapDecIns,Moderate,D,MoreThanAve,LessUnstable,D,NIL
